img_num,label_name,longitude,latitude,acquisition date,FVC,ndvi_mean,ndvi_std,ndvi_median,gndvi_mean,evi_mean,lai_mean,"NDI_(583.85, 507.56)",category,catalog id,color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin
168,C1,34.91623306,32.02518082,09-12-2025,0.1775245666503906,0.869067,0.043433215,0.8769379,0.869067,1.0171924,3.562202,0.17479153,RED_Control_ids,C1,C,0.23,0.03,0.5577,0.6355,0.159,0.399
168,C6,34.91623306,32.02518082,09-12-2025,0.1775245666503906,0.8212752,0.039544355,0.8179203,0.8212752,1.0250398,3.5905945,0.2770652,GREEN_Control_ids,C6,C,0.18,0.03,0.1231,0.3403,0.085,0.038
175,R1,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.85688215,0.0513084,0.8668662,0.85688215,1.0078468,3.52839,0.13483363,RED_white_blue_led_ids,R1,R,0.27,0.03,0.5207,0.7561,0.189,0.332
175,G1,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.83129746,0.037847992,0.83016515,0.83129746,1.0402417,3.6455946,0.2587425,GREEN_white_blue_led_ids,G1,G,0.72,0.03,0.1561,0.4924,0.123,0.033
175,R6,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.85822517,0.041706223,0.8639939,0.85822517,1.0497478,3.6799874,0.12979016,RED_white_led_ids,R6,R,0.2,0.03,0.5122,0.4783,0.12,0.393
175,G6,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.83248526,0.03598387,0.8330842,0.83248526,1.0207083,3.5749228,0.2490917,GREEN_white_led_ids,G6,G,0.37,0.03,0.1512,0.4618,0.115,0.036
175,R11,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.86989695,0.042401586,0.8829683,0.86989695,1.0208112,3.5752947,0.24226278,RED_Shade_ids,R11,R,0.28,0.03,0.3036,0.5977,0.149,0.202
175,G11,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.843009,0.048571073,0.8555869,0.843009,0.9910762,3.4677134,0.28585085,GREEN_Shade_ids,G11,G,0.37,0.03,0.1574,0.4992,0.125,0.033
175,C1,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.8753684,0.04748949,0.8829683,0.8753684,1.0215704,3.578042,0.16936772,RED_Control_ids,C1,C,0.23,0.03,0.5577,0.6355,0.159,0.399
175,C6,34.91620636,32.02514648,09-12-2025,0.1596908569335937,0.82988894,0.04350011,0.8293802,0.82988894,1.0221357,3.580087,0.27532747,GREEN_Control_ids,C6,C,0.18,0.03,0.1231,0.3403,0.085,0.038
169,R1,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.8628953,0.04546054,0.86716044,0.8628953,1.0248088,3.5897582,0.14906839,RED_white_blue_led_ids,R1,R,0.27,0.03,0.5207,0.7561,0.189,0.332
169,G1,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.83289397,0.039426725,0.8320337,0.83289397,1.0573006,3.7073135,0.26288053,GREEN_white_blue_led_ids,G1,G,0.72,0.03,0.1561,0.4924,0.123,0.033
169,R6,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.86420155,0.04305605,0.86718,0.86420155,1.0309049,3.611814,0.14890036,RED_white_led_ids,R6,R,0.2,0.03,0.5122,0.4783,0.12,0.393
169,G6,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.8330874,0.035785533,0.8332933,0.8330874,1.0290157,3.6049786,0.24918526,GREEN_white_led_ids,G6,G,0.37,0.03,0.1512,0.4618,0.115,0.036
169,R11,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.83989906,0.04049335,0.84734976,0.83989906,0.9960401,3.4856732,0.24287653,RED_Shade_ids,R11,R,0.28,0.03,0.3036,0.5977,0.149,0.202
169,G11,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.82842666,0.04659572,0.83819544,0.82842666,1.0013441,3.5048633,0.2833681,GREEN_Shade_ids,G11,G,0.37,0.03,0.1574,0.4992,0.125,0.033
169,C1,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.8707536,0.044285316,0.88133967,0.8707536,1.0049698,3.5179806,0.18111978,RED_Control_ids,C1,C,0.23,0.03,0.5577,0.6355,0.159,0.399
169,C6,34.91621399,32.02515793,09-12-2025,0.1667289733886718,0.82655036,0.045292877,0.82480776,0.82655036,1.0351179,3.6270564,0.27919918,GREEN_Control_ids,C6,C,0.18,0.03,0.1231,0.3403,0.085,0.038
173,R1,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.85905385,0.0420998,0.8661599,0.85905385,1.0310283,3.6122606,0.14027546,RED_white_blue_led_ids,R1,R,0.27,0.03,0.5207,0.7561,0.189,0.332
173,G1,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.8347206,0.039071117,0.83255225,0.8347206,1.046549,3.6684146,0.26088557,GREEN_white_blue_led_ids,G1,G,0.72,0.03,0.1561,0.4924,0.123,0.033
173,R6,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.85672736,0.04424134,0.86281526,0.85672736,1.0416199,3.650581,0.13307676,RED_white_led_ids,R6,R,0.2,0.03,0.5122,0.4783,0.12,0.393
173,G6,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.8285041,0.03561803,0.8279971,0.8285041,1.0325239,3.6176717,0.24403189,GREEN_white_led_ids,G6,G,0.37,0.03,0.1512,0.4618,0.115,0.036
173,R11,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.8724925,0.043797545,0.8818337,0.8724925,0.9985096,3.4946077,0.24931471,RED_Shade_ids,R11,R,0.28,0.03,0.3036,0.5977,0.149,0.202
173,G11,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.8346773,0.05489754,0.8477539,0.8346773,0.99456567,3.4803386,0.28532523,GREEN_Shade_ids,G11,G,0.37,0.03,0.1574,0.4992,0.125,0.033
173,C1,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.86999613,0.053058986,0.8839328,0.86999613,1.0201458,3.5728872,0.15835603,RED_Control_ids,C1,C,0.23,0.03,0.5577,0.6355,0.159,0.399
173,C6,34.91621399,32.02516556,09-12-2025,0.1688499450683593,0.8292651,0.04179865,0.8271962,0.8292651,1.0226965,3.582116,0.27812725,GREEN_Control_ids,C6,C,0.18,0.03,0.1231,0.3403,0.085,0.038
174,R1,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.85702324,0.04309552,0.8642835,0.85702324,1.0155818,3.5563753,0.15359673,RED_white_blue_led_ids,R1,R,0.27,0.03,0.5207,0.7561,0.189,0.332
174,G1,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.83107555,0.042106494,0.8329606,0.83107555,1.0467613,3.6691825,0.25061482,GREEN_white_blue_led_ids,G1,G,0.72,0.03,0.1561,0.4924,0.123,0.033
174,R6,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.8588628,0.039819196,0.86027914,0.8588628,1.0311395,3.6126618,0.14228359,RED_white_led_ids,R6,R,0.2,0.03,0.5122,0.4783,0.12,0.393
174,G6,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.8298126,0.037968233,0.8306408,0.8298126,1.0187442,3.5678165,0.24461763,GREEN_white_led_ids,G6,G,0.37,0.03,0.1512,0.4618,0.115,0.036
174,R11,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.84948605,0.045723807,0.85820895,0.84948605,1.0325626,3.6178117,0.2176011,RED_Shade_ids,R11,R,0.28,0.03,0.3036,0.5977,0.149,0.202
174,G11,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.83443695,0.04456837,0.84475464,0.83443695,0.9815588,3.4332795,0.29392132,GREEN_Shade_ids,G11,G,0.37,0.03,0.1574,0.4992,0.125,0.033
174,C1,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.86594373,0.046683364,0.8754958,0.86594373,1.0403763,3.6460812,0.1534818,RED_Control_ids,C1,C,0.23,0.03,0.5577,0.6355,0.159,0.399
174,C6,34.91618347,32.0251503,09-12-2025,0.1706771850585937,0.8282856,0.041539945,0.8279659,0.8282856,1.0338571,3.6224954,0.27673474,GREEN_Control_ids,C6,C,0.18,0.03,0.1231,0.3403,0.085,0.038
